,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
39938,33,blue-collar,married,secondary,no,478,yes,no,cellular,7,may,349,1,338,1,failure,no
29728,47,blue-collar,married,primary,no,1533,no,yes,cellular,18,nov,273,2,96,4,failure,no
42757,36,technician,single,tertiary,no,391,yes,no,cellular,15,may,185,1,350,8,failure,no
40407,34,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,325,1,170,2,failure,no
29164,38,admin.,married,secondary,no,0,no,no,telephone,17,nov,599,2,158,8,other,no
31206,47,blue-collar,married,secondary,no,2428,yes,no,cellular,20,nov,9,6,177,16,other,no
41852,32,management,divorced,tertiary,no,1804,yes,no,cellular,13,may,122,1,355,1,failure,no
31724,41,management,married,tertiary,no,832,yes,yes,cellular,21,nov,164,1,176,1,failure,no
33937,35,management,single,tertiary,no,539,yes,no,cellular,3,feb,198,2,267,1,other,no
42643,57,services,married,secondary,no,530,yes,no,telephone,15,may,10,7,360,7,failure,no
39203,42,blue-collar,married,secondary,no,2152,yes,no,cellular,5,may,319,2,169,1,failure,no
42448,42,services,divorced,secondary,no,11177,yes,no,cellular,14,may,229,6,373,1,other,no
42177,43,blue-collar,married,secondary,no,117,yes,no,cellular,14,may,73,1,370,1,failure,no
33933,49,management,divorced,tertiary,no,4961,yes,no,cellular,3,feb,298,2,231,1,failure,no
37289,30,blue-collar,married,secondary,no,246,yes,no,cellular,17,apr,191,1,150,7,failure,no
42353,35,services,divorced,secondary,no,221,yes,no,cellular,14,may,150,1,360,1,failure,no
49248,31,technician,married,tertiary,no,1570,yes,no,cellular,8,sep,213,4,184,5,success,no
29387,37,housemaid,single,tertiary,no,561,no,no,cellular,18,nov,188,1,165,2,failure,no
34962,55,blue-collar,married,secondary,no,1765,yes,no,cellular,5,feb,445,1,267,1,failure,no
42442,42,services,single,secondary,no,0,yes,no,cellular,14,may,67,7,177,1,other,no
33410,41,technician,divorced,secondary,no,692,yes,no,cellular,30,jan,249,3,245,3,failure,no
31883,34,technician,divorced,secondary,no,7,yes,yes,cellular,21,nov,94,2,199,1,failure,no
41621,58,blue-collar,married,secondary,no,6004,yes,no,cellular,13,may,133,1,274,6,failure,no
32894,35,technician,divorced,tertiary,no,1242,yes,no,cellular,29,jan,141,1,245,3,failure,no
33925,39,blue-collar,single,secondary,no,-480,yes,yes,cellular,2,feb,147,2,252,3,other,no
36668,41,blue-collar,married,secondary,no,217,yes,no,cellular,15,apr,375,2,344,1,failure,no
37916,43,blue-collar,married,secondary,no,85,yes,no,cellular,20,apr,42,3,279,5,other,no
39532,42,technician,single,secondary,no,568,yes,no,cellular,6,may,311,2,341,2,failure,no
40843,44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,may,143,3,357,1,failure,no
46113,40,technician,married,secondary,no,1819,no,no,cellular,16,sep,169,1,103,2,failure,no
32565,44,technician,married,secondary,no,-199,no,no,cellular,28,jan,692,2,247,3,failure,no
42344,39,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,9,10,330,10,other,no
32232,50,admin.,divorced,secondary,no,797,yes,no,telephone,21,nov,205,3,119,8,failure,no
32894,35,technician,divorced,tertiary,no,1242,yes,no,cellular,29,jan,141,1,245,3,failure,no
48846,53,technician,married,tertiary,no,2557,no,no,cellular,29,jul,95,4,182,7,success,no
41956,60,management,divorced,secondary,no,0,yes,no,telephone,13,may,65,4,350,6,failure,no
30658,47,self-employed,divorced,secondary,no,8515,yes,no,unknown,20,nov,14,7,112,4,other,no
36307,34,student,single,tertiary,no,3404,yes,no,cellular,8,apr,420,1,139,5,failure,no
47139,53,admin.,divorced,tertiary,no,0,yes,yes,cellular,12,jan,171,1,64,6,other,no
35507,37,unemployed,married,secondary,no,356,no,no,cellular,9,feb,33,2,216,1,failure,no
43009,27,blue-collar,single,secondary,no,940,yes,no,cellular,15,may,141,1,343,3,failure,no
39756,38,admin.,divorced,secondary,no,673,yes,no,cellular,7,may,429,1,170,3,other,no
44989,37,technician,married,secondary,no,1824,yes,no,cellular,3,jul,112,2,324,2,other,no
47051,44,admin.,married,secondary,no,132,no,no,cellular,21,dec,103,5,124,4,success,no
41353,27,admin.,single,secondary,no,292,yes,no,cellular,12,may,53,9,362,8,other,no
39722,30,technician,married,secondary,no,3875,yes,no,cellular,7,may,131,1,338,2,other,no
41575,49,blue-collar,single,secondary,no,725,yes,no,cellular,13,may,29,6,348,4,other,no
49095,29,management,single,tertiary,no,1673,no,no,cellular,16,aug,200,2,159,3,other,no
3041,32,admin.,single,secondary,no,92,yes,no,cellular,18,may,110,1,315,2,failure,no
32784,36,blue-collar,married,secondary,no,-557,yes,yes,cellular,29,jan,484,1,253,1,failure,no
33937,35,management,single,tertiary,no,539,yes,no,cellular,3,feb,198,2,267,1,other,no
48453,27,management,single,tertiary,no,2786,no,no,cellular,15,jun,270,2,377,3,success,no
38939,29,blue-collar,married,primary,no,6,yes,no,cellular,5,may,39,5,349,2,other,no
40582,35,management,single,secondary,no,356,yes,no,cellular,11,may,7,5,171,12,failure,no
43044,29,blue-collar,married,secondary,no,-114,yes,no,cellular,15,may,132,2,359,2,failure,no
49459,47,housemaid,single,tertiary,no,3232,no,no,telephone,6,oct,541,1,204,3,failure,no
47027,47,technician,married,secondary,no,0,yes,no,cellular,17,dec,97,1,231,2,failure,no
37043,34,blue-collar,married,secondary,no,1134,yes,no,cellular,17,apr,408,1,329,2,failure,no
30974,55,management,married,tertiary,no,10065,no,no,cellular,20,nov,197,5,177,3,failure,no
48032,43,self-employed,married,tertiary,no,3157,no,no,cellular,21,apr,381,2,330,17,other,no
35005,42,housemaid,married,primary,no,4279,yes,no,cellular,5,feb,97,1,198,1,failure,no
29217,43,management,married,tertiary,no,2767,yes,no,cellular,17,nov,374,1,186,7,failure,no
34744,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
48899,24,student,single,secondary,no,867,no,no,cellular,2,aug,135,7,108,8,other,no
48863,35,management,single,tertiary,no,2187,yes,no,cellular,29,jul,229,1,174,13,other,no
39998,43,unknown,married,secondary,no,703,yes,no,cellular,7,may,96,3,301,1,failure,no
33446,36,technician,single,secondary,no,265,yes,yes,cellular,2,feb,88,1,273,1,failure,no
39502,29,technician,single,tertiary,no,-803,yes,yes,cellular,6,may,827,1,329,9,failure,no
33000,28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
33203,47,unemployed,married,primary,no,168,yes,no,telephone,30,jan,66,1,241,1,other,no
48390,39,housemaid,divorced,secondary,no,70,no,no,cellular,4,jun,346,2,128,8,success,no
39638,34,technician,single,secondary,no,440,yes,no,cellular,6,may,445,2,345,2,failure,no
34600,55,technician,married,primary,no,818,yes,no,cellular,4,feb,185,2,247,3,other,no
37870,32,management,married,tertiary,no,3154,no,no,cellular,20,apr,96,2,150,2,failure,no
42577,42,blue-collar,married,secondary,no,343,yes,no,telephone,14,may,33,7,365,7,failure,no
29913,40,admin.,divorced,secondary,no,399,yes,yes,cellular,18,nov,166,3,96,2,failure,no
32660,35,technician,married,secondary,no,-259,yes,no,cellular,29,jan,381,1,247,2,failure,no
33127,32,blue-collar,married,secondary,no,-460,yes,yes,cellular,29,jan,131,2,206,6,other,no
43760,26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,may,80,3,329,3,failure,no
48490,32,technician,married,tertiary,no,903,yes,no,cellular,23,jun,181,1,320,1,other,no
41395,43,technician,married,secondary,no,422,yes,no,cellular,12,may,181,2,300,1,failure,no
37125,34,admin.,single,secondary,no,598,yes,no,cellular,17,apr,365,1,324,1,failure,no
43930,54,management,married,tertiary,no,511,no,no,cellular,22,may,264,2,94,3,failure,no
46909,33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no
40063,38,entrepreneur,married,unknown,no,1134,yes,no,cellular,7,may,249,4,332,3,failure,no
48177,47,blue-collar,married,tertiary,no,3745,no,no,cellular,7,may,113,1,200,1,failure,no
36838,46,services,married,secondary,no,1550,yes,no,cellular,16,apr,126,2,149,8,failure,no
36437,31,services,single,secondary,no,900,yes,no,cellular,9,apr,221,2,140,6,failure,no
47428,34,management,married,tertiary,no,1778,no,no,cellular,5,feb,99,1,93,3,success,no
960,52,technician,married,secondary,no,196,yes,yes,cellular,24,feb,116,1,273,3,failure,no
43832,40,blue-collar,married,primary,no,592,yes,no,cellular,18,may,80,3,350,2,failure,no
37321,34,management,married,tertiary,no,520,yes,no,cellular,17,apr,401,1,248,4,success,no
48208,50,technician,married,tertiary,no,2611,no,no,cellular,12,may,177,1,387,2,success,no
43247,35,management,married,tertiary,yes,-10,yes,no,cellular,15,may,168,2,364,1,other,no
37079,38,blue-collar,married,primary,no,3242,yes,no,cellular,17,apr,198,5,331,1,failure,no
47405,33,admin.,married,tertiary,no,0,yes,yes,cellular,4,feb,111,5,98,2,other,no
35152,31,services,married,secondary,no,1801,yes,no,telephone,6,feb,136,1,274,2,failure,no
1478,35,technician,single,tertiary,no,7546,yes,no,cellular,28,dec,137,1,122,3,failure,no
36336,32,technician,married,secondary,no,1951,yes,no,cellular,8,apr,518,2,261,2,failure,no
37346,35,services,married,secondary,no,372,yes,no,cellular,17,apr,202,2,280,1,failure,no
34938,32,admin.,married,secondary,no,1661,yes,no,cellular,5,feb,76,1,209,2,failure,no
36625,35,admin.,married,secondary,no,5250,yes,no,cellular,15,apr,343,2,146,1,failure,no
36433,43,blue-collar,married,secondary,no,664,yes,no,cellular,9,apr,290,2,301,1,failure,no
42871,25,blue-collar,single,secondary,no,171,yes,no,cellular,15,may,178,1,359,2,failure,no
39108,32,admin.,single,secondary,no,98,yes,no,cellular,5,may,360,1,365,2,failure,no
42798,30,blue-collar,single,primary,no,413,yes,no,cellular,15,may,148,1,345,4,other,no
49540,57,admin.,married,secondary,no,16873,no,no,cellular,14,oct,219,3,372,1,failure,no
43076,57,technician,married,secondary,no,225,yes,no,telephone,15,may,22,7,337,12,failure,no
43835,47,admin.,married,secondary,no,-121,yes,yes,cellular,18,may,167,4,314,4,failure,no
39481,35,entrepreneur,single,tertiary,no,1416,yes,no,cellular,6,may,100,1,169,12,other,no
801,30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no
42048,32,blue-collar,married,secondary,no,-446,no,no,cellular,13,may,126,2,344,1,failure,no
40757,36,entrepreneur,married,secondary,no,0,yes,no,cellular,11,may,187,1,174,1,failure,no
29277,37,blue-collar,married,secondary,no,723,yes,no,cellular,18,nov,119,1,110,2,failure,no
43040,31,management,married,tertiary,no,527,yes,yes,cellular,15,may,98,2,359,1,failure,no
29771,38,technician,married,secondary,no,508,yes,no,cellular,18,nov,722,3,175,2,failure,no
42287,36,management,married,secondary,no,1825,yes,no,cellular,14,may,24,1,346,1,failure,no
36395,34,management,married,tertiary,no,159,yes,yes,cellular,9,apr,150,1,275,2,other,no
40889,33,management,single,tertiary,no,48,yes,no,cellular,11,may,400,1,173,5,failure,no
42248,33,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,72,2,370,1,failure,no
40727,51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,281,2,266,6,failure,no
47464,39,management,married,tertiary,no,1301,no,no,cellular,8,feb,185,2,179,1,failure,no
41087,34,services,married,secondary,no,7,yes,no,cellular,12,may,377,1,357,1,failure,no
48967,32,management,single,tertiary,no,1077,no,no,cellular,5,aug,200,1,717,4,failure,no
43685,35,blue-collar,divorced,secondary,no,164,yes,no,cellular,18,may,11,5,364,13,failure,no
36936,36,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,no
32280,57,technician,married,secondary,no,589,yes,no,cellular,28,jan,198,1,244,1,other,no
33227,35,technician,single,tertiary,no,364,no,yes,cellular,30,jan,162,3,205,3,failure,no
34677,44,management,divorced,primary,no,641,yes,no,cellular,5,feb,79,2,269,3,other,no
48637,36,technician,single,secondary,no,966,no,no,cellular,9,jul,119,9,367,4,other,no
29217,43,management,married,tertiary,no,2767,yes,no,cellular,17,nov,374,1,186,7,failure,no
47434,37,admin.,married,secondary,no,96,no,no,cellular,5,feb,102,1,182,3,success,no
40924,41,admin.,married,secondary,no,542,yes,no,telephone,11,may,64,2,347,1,other,no
48767,27,admin.,single,secondary,no,125,no,no,cellular,21,jul,104,1,288,8,failure,no
1571,36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232,2,365,5,other,no
40934,48,services,single,secondary,yes,-470,yes,no,cellular,11,may,410,2,292,11,failure,no
36357,39,services,married,secondary,no,702,yes,no,cellular,8,apr,303,1,300,1,failure,no
37423,33,services,married,secondary,no,-124,no,no,cellular,17,apr,150,2,325,1,failure,no
40614,29,blue-collar,married,secondary,no,228,yes,no,cellular,11,may,12,8,342,9,failure,no
33322,36,services,single,secondary,no,511,yes,yes,cellular,30,jan,706,1,252,1,failure,no
48866,28,admin.,single,secondary,no,261,yes,yes,cellular,30,jul,269,7,182,9,success,no
39660,32,blue-collar,single,secondary,no,1402,yes,no,cellular,7,may,343,3,295,5,other,no
48032,43,self-employed,married,tertiary,no,3157,no,no,cellular,21,apr,381,2,330,17,other,no
32565,44,technician,married,secondary,no,-199,no,no,cellular,28,jan,692,2,247,3,failure,no
39330,40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503,2,280,2,failure,no
42498,31,blue-collar,married,primary,no,392,yes,no,cellular,14,may,465,2,360,1,failure,no
5,35,management,single,tertiary,no,747,no,no,cellular,23,feb,141,2,176,3,failure,no
39871,29,blue-collar,single,secondary,no,43,no,no,cellular,7,may,142,1,353,1,failure,no
42034,55,technician,married,tertiary,no,639,yes,no,telephone,13,may,992,5,370,3,other,no
79,40,unemployed,married,secondary,no,219,yes,no,cellular,17,nov,204,2,196,1,failure,no
39808,23,technician,single,secondary,no,4659,yes,no,cellular,7,may,158,1,318,4,failure,no
30007,31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,112,1,180,2,failure,no
37691,27,student,single,secondary,no,2784,yes,no,telephone,20,apr,153,1,328,1,failure,no
34200,42,technician,married,tertiary,no,725,yes,yes,telephone,3,feb,124,3,252,3,failure,no
42812,31,admin.,divorced,secondary,no,360,no,no,cellular,15,may,332,1,297,2,other,no
45340,37,management,married,tertiary,no,789,yes,yes,cellular,11,aug,93,1,190,2,other,no
36744,42,blue-collar,married,unknown,no,665,yes,no,cellular,16,apr,291,1,332,3,failure,no
34078,39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,84,4,267,4,failure,no
30099,37,self-employed,married,tertiary,no,804,yes,no,cellular,19,nov,94,1,170,1,other,no
43497,35,technician,married,secondary,no,1092,no,no,cellular,18,may,132,1,360,1,failure,no
40779,37,admin.,single,secondary,no,20,yes,no,cellular,11,may,207,1,370,1,failure,no
32767,58,management,divorced,secondary,no,44,yes,no,cellular,29,jan,147,1,195,1,other,no
42475,29,blue-collar,married,secondary,no,64,yes,no,cellular,14,may,444,2,366,3,failure,no
45437,32,management,single,tertiary,no,354,no,no,cellular,12,aug,363,1,104,3,success,no
43371,33,management,single,tertiary,no,2667,yes,no,cellular,18,may,57,1,180,3,failure,no
41535,27,blue-collar,single,secondary,no,2,no,no,telephone,13,may,15,7,366,10,other,no
47940,50,unemployed,married,tertiary,no,377,no,no,cellular,6,apr,283,1,319,3,failure,no
30497,40,blue-collar,married,secondary,no,1708,yes,no,cellular,19,nov,382,2,174,1,other,no
32547,26,blue-collar,single,secondary,no,0,yes,no,cellular,28,jan,148,2,258,2,failure,no
42625,39,blue-collar,married,secondary,no,164,yes,no,telephone,15,may,26,6,373,2,failure,no
801,30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no
42066,31,management,married,tertiary,no,22546,yes,no,cellular,14,may,8,6,267,4,failure,no
46587,62,blue-collar,married,primary,no,115,no,no,telephone,29,oct,157,4,183,3,failure,no
37252,29,blue-collar,married,secondary,no,137,yes,no,cellular,17,apr,343,2,316,3,other,no
45215,47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,58,2,382,1,failure,no
47464,39,management,married,tertiary,no,1301,no,no,cellular,8,feb,185,2,179,1,failure,no
47792,37,management,married,tertiary,no,0,no,no,cellular,11,mar,129,4,107,2,failure,no
36591,34,blue-collar,single,secondary,no,47,yes,no,cellular,14,apr,232,1,147,2,failure,no
43059,52,blue-collar,divorced,primary,no,29,yes,no,cellular,15,may,223,2,298,1,failure,no
33057,28,student,single,secondary,no,24,yes,no,cellular,29,jan,284,2,196,2,failure,no
40499,43,blue-collar,married,primary,no,60,no,no,cellular,8,may,487,2,367,2,other,no
41575,49,blue-collar,single,secondary,no,725,yes,no,cellular,13,may,29,6,348,4,other,no
41403,25,student,single,secondary,no,1116,yes,no,cellular,12,may,85,2,71,3,failure,no
35000,48,blue-collar,married,secondary,no,426,yes,yes,cellular,5,feb,153,2,177,2,failure,no
34052,32,housemaid,married,tertiary,no,357,yes,no,cellular,3,feb,133,3,77,2,failure,no
43905,39,technician,married,secondary,no,2266,no,no,cellular,22,may,86,1,93,4,success,no
29728,47,blue-collar,married,primary,no,1533,no,yes,cellular,18,nov,273,2,96,4,failure,no
44946,37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure,no
37641,33,technician,married,secondary,no,359,yes,no,cellular,20,apr,210,1,242,1,other,no
29672,32,management,married,tertiary,no,3107,yes,yes,cellular,18,nov,165,2,116,1,failure,no
38119,27,blue-collar,single,secondary,no,153,yes,no,cellular,20,apr,198,3,346,1,failure,no
40903,34,services,married,secondary,no,-333,yes,no,cellular,11,may,218,4,285,5,failure,no
46794,37,admin.,single,secondary,no,115,no,no,cellular,13,nov,122,4,101,5,failure,no
2151,51,blue-collar,divorced,primary,no,602,yes,no,cellular,11,may,347,1,284,2,failure,no
47051,44,admin.,married,secondary,no,132,no,no,cellular,21,dec,103,5,124,4,success,no
41997,51,services,married,secondary,no,107,yes,no,telephone,13,may,99,2,369,4,failure,no
42958,39,technician,single,secondary,no,12,yes,no,cellular,15,may,500,2,352,2,failure,no
43388,41,services,married,primary,no,4903,yes,no,cellular,18,may,155,1,180,2,failure,no
